12:52:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:21.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:31.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:41.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:46.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:51.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:52:56.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:01.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:06.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:11.794 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:16.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:21.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:26.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:31.791 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
12:53:36.792 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
12:53:41.793 [schedule-pool-14] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
